expert.level,country,ASA.Class,Apfel.Score,NYHA.Score,ARISCAT.Score,rRCI,POSPOM,method.future.evaluation,who.obtains,online.legal,online.possible.internet,online.possible.telefon,lack of contact,impossible to observe behavior,no relation,no confidence,legal requirenments,unsure if illigal,no anamnestic info,Less stressful,Less waiting,Standardized questionaires,More efficient than face-to-face,Obtain.both.parents.complex,Obtain.both.parents.simple,parents.legal.online,id.card,id.card.needed
Consultant,Croatia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Germany,Yes,Yes,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Not selected,Not selected,Yes,Yes,Yes,Yes,online via videoconference,Consultant,I do not know,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Resident,Italy,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Portugal,Yes,Not selected,Yes,Not selected,Not selected,Not selected,NA,Consultant,I do not know,Yes,Different (please comment),Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,Different (please commment),Yes
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Greece,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Not selected,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,No,Yes
Resident,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,United Kingdom (UK),Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Yes,Yes,Not selected,Not selected,Different (please comment),Different (please comment),Different (please commment),Different (please commment),Different (please commment)
Consultant,Romania,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,No
Other,North Macedonia (formerly Macedonia),Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,other,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Different (please commment)
Consultant,Portugal,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Not selected,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Bulgaria,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Portugal,Yes,Not selected,Yes,Not selected,Not selected,Not selected,NA,Resident,I do not know,Yes,Different (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Not selected,Different (please comment),Different (please comment),Different (please commment),No,No
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Yes,in person,other,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Portugal,Yes,Yes,Yes,Yes,Yes,Yes,in person,Consultant,Yes,No (please comment),No (please comment),Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,Yes,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,I do not know,No (please comment),Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Resident,Germany,Yes,Not selected,Yes,Not selected,Yes,Not selected,in person,Resident,I do not know,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Always both parents,Always both parents,Yes,No,No
Resident,Portugal,Yes,Yes,Yes,Yes,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,North Macedonia (formerly Macedonia),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Anaesthesia technician,Yes,Yes,No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Portugal,Yes,Yes,Not selected,Not selected,Not selected,Not selected,online via videoconference,other,I do not know,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,"Just the one, who is present",Always both parents,No,Yes,Yes
Consultant,Belgium,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Anaesthesia technician,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Switzerland,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,Yes,Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Different (please comment),Different (please comment),Yes,No,Different (please commment)
Anaesthesia technician,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Anaesthesia technician,I do not know,Yes,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",Yes,Yes,Yes
Resident,Portugal,Yes,Yes,Not selected,Not selected,Yes,Not selected,in person,Consultant,Yes,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,France,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,Different (please commment),Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",No,Yes,Yes
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Consultant,Norway,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Different (please comment),Different (please comment),Different (please commment),Different (please commment),No
Resident,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Ireland,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,NA,Resident,I do not know,Different (please comment),Different (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Serbia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Always both parents,Always both parents,No,Yes,Yes
Consultant,Croatia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Other,Yes,Yes,Yes,Not selected,Not selected,Not selected,NA,Resident,I do not know,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Different (please commment)
Consultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,I do not know,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
